"X...ID";"ClassNr";"DateSW16";"DateEW16";"DateRW16";"ComplW16";"Grade";"Sex";"AgeW1";"ETH01";"ETH03";"EduLevel";"CnstCD";"StateW16";"NAccID";"NAccAD";"NAccSD";"WebD";"MailD";"CheckD";"ErrorD";"UseablD";"TypeD1";"TypeD2";"TypeD3";"TypeOD1";"TypeOD2";"TypeOD3";"StateW1";"StateW2";"StateW3";"StateW4";"StateW5";"StateW6";"StateW7";"StateW8";"StateW9";"StateW10";"StateW11";"StateW12";"StateW13";"StateW14";"StateW15";"ComplW1";"ComplW2";"ComplW3";"ComplW4";"ComplW5";"ComplW6";"ComplW7";"ComplW8";"ComplW9";"ComplW10";"ComplW11";"ComplW12";"ComplW13";"ComplW14";"ComplW15";"DateRW13";"DateRW14";"BirthM";"BirthY";"BirthD";"ETH02";"ETH04";"AWB01W1";"AWB01W14";"CWB01W1";"CWB01W14";"PAF01W1";"NAF01W1";"PAF02W1";"NAF02W1";"PAF03W1";"NAF03W1";"PAF04W1";"NAF04W1";"PAF05W1";"NAF05W1";"PAF06W1";"NAF06W1";"PAF07W1";"NAF07W1";"SEE01W1";"SEE02W1";"SEE03W1";"SEE04W1";"SEE01W1R";"SEE04W1R";"SEE01W14";"SEE02W14";"SEE03W14";"SEE04W14";"SEE01W14R";"SEE04W14R";"LON01W1";"LON02W1";"LON03W1";"LON04W1";"LON05W1";"LON01W14";"LON02W14";"LON03W14";"LON04W14";"LON05W14";"SRT01W1";"SRT02W1";"SRT03W1";"SRT04W1";"SRT05W1";"SRT06W1";"SRT07W1";"SRT08W1";"SRT09W1";"SRT01W14";"SRT02W14";"SRT03W14";"SRT04W14";"SRT05W14";"SRT06W14";"SRT07W14";"SRT08W14";"SRT09W14";"SRT02W1R";"SRT04W1R";"SRT05W1R";"SRT07W1R";"SRT08W1R";"SRT02W14R";"SRT04W14R";"SRT05W14R";"SRT07W14R";"SRT08W14R";"SCP01W1";"SCP02W1";"SCP03W1";"MPT01W1";"MPT02W1";"MPT01W14";"MPS01W1";"MPS02W1";"MPS03W1";"MPS04W1";"MPS05W1";"INTGDW1";"INTGFW1";"INTGMW1";"SNTGDW1";"SNTGFW1";"SNTGMW1";"WATGDW1";"WATGFW1";"WATGMW1";"YTTGDW1";"YTTGFW1";"YTTGMW1";"INPD1W1";"INAD1W1";"INPD2W1";"INAD2W1";"INPF1W1";"INAF1W1";"INPF2W1";"INAF2W1";"INAL0W1";"INAL1W1";"INAL2W1";"INAL3W1";"INAL4W1";"INAL5W1";"INC01W1";"INC01W13";"INF01W1";"INF02W1";"INL01W1";"FBI01W1";"FBI01W1R";"FBI02W1";"IFI01W1";"IFI02W1";"FNr01W1";"FQS01W1";"FQS02W1";"FQC01W1";"FQC02W1";"FQC01W1R";"FQC02W1R";"PRU01W1";"PRU02W1";"PRU03W1";"PRU04W1";"PRU05W1";"PRU01W14";"PRU02W14";"PRU03W14";"PRU04W14";"PRU05W14";"PMK01W1";"PMK02W1";"PMK03W1";"PMK04W1";"PMK01W14";"PMK02W14";"PMK03W14";"PMK04W14";"ADS05W1";"ADS06W1";"ADS07W1";"ADS08W1";"ADS05W14";"ADS06W14";"ADS07W14";"ADS08W14";"NCompletedE1";"NCompletedE2"
74;12;"2020/06/23 11:15:36";"2020/06/23 11:22:22";"2020/06/23 11:22:23";100;9;"Jongen";"14,68898";"Nederland";"Nederlander";"Vmbo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"fully expired";"completed";"completed";"completed";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";100;100;100;100;0;100;100;100;0;0;0;0;0;0;0;NA;NA;3;2005;"2005-03-15";NA;NA;6;5555;8;5555;4;1;4;4;3;3;4;3;4;2;3;2;4;3;1;4;4;1;5;5;5555;5555;5555;5555;5555;5555;2;1;1;1;1;5555;5555;5555;5555;5555;4;2;3;3;4;2;2;3;3;5555;5555;5555;5555;5555;5555;5555;5555;5555;4;3;2;4;3;5555;5555;5555;5555;5555;5;4;5;"Ja, ik heb een iPhone";NA;"5555";4;2;3;3;1;"7 keer  per week";1;25;"7 keer  per week";"1,0";"5,0";"7 keer  per week";1;20;"7 keer  per week";1;120;"7 dagen";"Nooit";"Nooit";"2 dagen";10;0;0;2;"INAL2W1,INAL3W1";8888;1;1;8888;0;"1";"5555";"493,000";1;170;"5";5;5;4;4;8;3;3;2;2;4;4;"Nee";"Ja";"Nee";"Nee";"Nee";"9999";"9999";"9999";"9999";"5555";1;3;3;2;5555;5555;5555;5555;3;2;3;3;5555;5555;5555;5555;91;NA
218;11;"2020/06/23 11:15:37";"2020/06/23 11:37:45";"2020/06/23 11:37:46";100;9;"Jongen";"14,52209";"Nederland";"Nederlander";"Vmbo";"Ja, ik wil doorgaan";"completed";1;1;1;"Via de Instagram app";"Ja, ik heb de e-mail ontvangen";"Ja";"Donated Instagram archive could not be anonymized/used";"Unuseable";NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"fully expired";"fully expired";"completed";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"completed";"completed";"fully expired";100;100;100;100;0;0;100;0;0;0;0;0;100;100;0;"2020/05/12 15:44:14";"2020/05/22 09:53:23";5;2005;"2005-05-15";NA;NA;6;5;9;8;3;2;4;2;3;4;3;3;4;3;2;2;3;4;1;4;3;1;5;5;2;3;3;3;4;3;3;3;2;3;3;3;3;4;3;4;3;4;3;3;3;2;3;3;2;3;4;3;4;4;3;4;4;2;2;3;3;3;3;2;2;2;2;2;6;5;4;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;2;2;1;3;"7 keer  per week";7;20;"7 keer  per week";"6,0";"5,0";"7 keer  per week";9;10;"7 keer  per week";2;250;"7 dagen";"Nooit";"1 dag";"1 dag";10;0;1;2;"INAL2W1";8888;1;8888;8888;0;"2";"3";"100,000";5;30;"Ik heb niet gekeken of ik reacties had";8;8888;4;5;2;4;2;2;2;4;4;"Nee";"Ja";"Nee";"Nee";"Nee";"Nee";"Ja";"Nee";"Nee";"Nee";2;3;2;2;2;3;3;2;4;4;3;5;5;5;5;5;107;13
193;18;"2020/06/23 12:13:29";"2020/06/23 12:24:53";"2020/06/23 12:24:54";100;9;"Meisje";"14,76594";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Ja, ik wil doorgaan";"completed";1;0;0;"Via de Instagram app";"Ja, ik heb de e-mail ontvangen";"Ja";NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;0;100;100;100;100;100;100;100;100;100;100;95;100;"2020/05/07 21:16:13";"2020/06/02 13:50:31";2;2005;"2005-02-15";NA;NA;6;7;7;7;3;3;3;2;4;4;5;2;4;2;4;3;5;4;1;4;4;3;5;3;3;3;3;4;3;2;1;1;1;1;1;3;3;3;3;3;3;4;3;3;4;3;3;2;3;2;3;4;3;3;3;3;3;3;2;3;2;3;4;3;3;3;3;3;4;1;1;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";4;2;2;3;4;"6 keer  per week";2;8;"7 keer  per week";"7,0";"20,0";"7 keer  per week";2;10;"6 keer  per week";1;20;"6 dagen";"Nooit";"6 dagen";"6 dagen";1;0;3;3;"INAL2W1";8888;1;8888;8888;0;"3 of meer";"3";"1200,000";1;320;"5";5;5;4;1;4;5;5;2;1;4;5;"Nee";"Ja";"Ja";"Ja";"Nee";"Nee";"Ja";"Ja";"Ja";"Ja";3;4;3;3;2;3;1;1;2;3;2;2;3;3;1;1;68;57
98;1;"2020/06/25 01:03:55";"2020/06/25 01:05:49";"2020/07/08 14:45:55";61;9;"Jongen";"14,93495";"Nederland";"Nederlander";"Vmbo";"Ja, ik wil doorgaan";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/07 15:40:29";"2020/05/20 10:46:26";12;2004;"2004-12-15";NA;NA;6;4;8;4;4;1;3;1;5;2;4;1;4;1;4;2;4;2;1;4;4;1;5;5;2;4;4;2;4;4;1;1;1;1;1;1;1;1;1;1;3;4;2;5;3;4;5;4;3;2;4;2;5;1;4;2;3;4;2;1;3;1;2;2;1;5;4;3;2;3;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;3;5;4;2;"7 keer  per week";5;60;"7 keer  per week";"8,0";"100,0";"7 keer  per week";10;30;"6 keer  per week";2;30;"7 dagen";"Nooit";"7 dagen";"7 dagen";3;0;5;5;"INAL2W1";8888;1;8888;8888;0;"1";"1";"270,000";2;0;"5";5;6;4;4;8;4;4;3;2;3;4;"Nee";"Ja";"Nee";"Nee";"Nee";"Nee";"Ja";"Nee";"Nee";"Nee";1;1;1;1;3;3;3;3;2;4;3;1;2;2;2;2;118;116
176;30;"2020/06/23 11:47:52";"2020/06/23 11:53:39";"2020/06/23 11:53:40";100;9;"Meisje";"14,43677";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"fully expired";100;100;100;100;100;0;100;100;100;100;100;100;100;100;0;"2020/05/12 17:26:55";"2020/05/19 21:12:36";6;2005;"2005-06-15";NA;NA;5;6;7;8;2;3;4;1;4;3;4;1;3;1;3;2;4;2;1;4;4;1;5;5;1;4;4;1;5;5;1;1;1;1;1;1;1;1;1;1;3;2;3;3;4;2;2;2;2;3;2;2;2;4;3;3;3;2;4;3;2;4;4;4;4;2;3;3;2;1;2;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";3;3;4;4;2;"7 keer  per week";5;45;"7 keer  per week";"5,0";"60,0";"7 keer  per week";6;60;"3 keer  per week";1;20;"7 dagen";"2 dagen";"7 dagen";"7 dagen";3;1;1;1;NA;8888;8888;8888;8888;8888;"1";"1";"321,000";4;115;"6";6;5;4;4;6;5;3;2;2;4;4;"Nee";"Ja";"Ja";"Nee";"Nee";"Nee";"Ja";"Ja";"Nee";"Nee";2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;108;12
189;8;"2020/07/02 16:33:54";"2020/07/02 16:41:54";"2020/07/08 14:45:42";57;8;"Jongen";"13,93584";"Nederland";"Nederlander";"Vmbo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"fully expired";"completed";"fully expired";"fully expired";"fully expired";"fully expired";100;100;0;0;0;0;0;0;0;0;100;0;0;0;0;NA;NA;12;2005;"2005-12-15";NA;NA;6;5555;8;5555;3;1;4;1;4;1;4;1;4;1;3;1;4;1;1;4;4;1;5;5;5555;5555;5555;5555;5555;5555;1;1;1;1;1;5555;5555;5555;5555;5555;4;2;4;2;2;4;2;2;4;5555;5555;5555;5555;5555;5555;5555;5555;5555;4;4;4;4;4;5555;5555;5555;5555;5555;2;2;2;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"5555";3;1;3;2;1;"7 keer  per week";4;110;"7 keer  per week";"2,0";"20,0";"7 keer  per week";2;10;"7 keer  per week";2;60;"7 dagen";"1 dag";"Nooit";"4 dagen";5;1;0;2;"INAL3W1";8888;8888;1;8888;0;"1";"5555";"917,000";2;330;"Ik heb niet gekeken of ik reacties had";8;8888;2;3;9;4;4;1;1;5;5;"Nee";"Ja";"Ja";"Nee";"Ja";"9999";"9999";"9999";"9999";"5555";3;3;3;2;5555;5555;5555;5555;2;2;2;2;5555;5555;5555;5555;39;NA
79;6;"2020/06/23 11:13:54";"2020/06/23 11:32:30";"2020/06/23 11:32:31";100;9;"Jongen";"14,68890";"Nederland";"Nederlander";"Havo";"Ja, ik wil doorgaan";"completed";1;1;1;"Via de Instagram app";"Ja, ik heb de e-mail ontvangen";"Ja";NA;"Fully Useable";"Account om informatie met iedereen te delen";NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/06 08:41:22";"2020/05/19 13:07:39";3;2005;"2005-03-15";NA;NA;6;7;9;1;5;1;4;1;4;1;5;1;4;1;3;1;4;2;1;4;4;1;5;5;1;5;5;1;5;5;1;1;4;1;5;1;1;1;1;1;5;3;2;3;1;3;5;4;1;4;1;4;3;1;4;3;3;1;3;3;5;1;2;5;3;5;3;3;5;5;5;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";5;2;1;3;1;"7 keer  per week";6;20;"7 keer  per week";"2,0";"5,0";"7 keer  per week";5;10;"7 keer  per week";4;180;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL2W1";8888;1;0;0;0;"2";"3";"400,000";2;150;"8888";8888;8888;3;1;12;5;4;1;1;5;5;"Nee";"Ja";"Ja";"Nee";"Ja";"Nee";"Nee";"Ja";"Nee";"Ja";2;1;2;1;2;1;3;1;1;1;1;1;1;1;1;1;123;119
362;11;"2020/06/24 18:22:07";"2020/06/24 18:24:48";"2020/06/24 18:24:50";100;9;"Jongen";"14,76578";"Nederland";"Nederlander";"Vmbo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 15:49:30";"2020/05/20 12:02:21";2;2005;"2005-02-15";NA;NA;7;6;9;7;5;1;4;2;4;2;5;1;4;2;4;2;4;2;1;3;4;2;5;4;1;4;4;1;5;5;2;4;2;2;2;1;1;1;1;1;4;2;5;2;2;4;2;2;3;4;2;4;1;1;4;3;3;3;4;4;4;4;4;4;5;5;3;3;4;4;4;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;4;4;4;4;"7 keer  per week";2;30;"7 keer  per week";"5,0";"20,0";"7 keer  per week";8;30;"7 keer  per week";2;20;"7 dagen";"Nooit";"3 dagen";"3 dagen";5;0;3;1;"INAL5W1";8888;0;8888;8888;1;"2";"2";"420,000";3;8888;"Ik heb niet gekeken of ik reacties had";8;8888;4;4;10;5;4;4;1;2;5;"Nee";"Nee";"Nee";"Nee";"Nee";"Nee";"Ja";"Nee";"Nee";"Nee";2;2;1;1;1;1;1;1;3;3;2;2;2;2;2;2;81;98
7;23;"2020/06/23 11:25:09";"2020/06/23 11:28:55";"2020/06/23 11:28:57";100;9;"Meisje";"15,68856";"Nederland";"Nederlander";"Havo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/06 15:19:46";"2020/05/19 18:52:04";3;2004;"2004-03-15";NA;NA;6;6;8;8;3;1;4;2;3;4;4;1;4;1;4;1;4;2;2;4;5;1;4;5;1;4;4;1;5;5;1;1;5;1;1;1;1;4;1;1;3;3;2;2;2;3;2;3;2;3;2;3;3;2;2;2;3;2;3;4;4;4;3;4;3;4;4;3;5;3;4;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";4;2;3;4;3;"6 keer  per week";6;30;"7 keer  per week";"20,0";"90,0";"7 keer  per week";8;20;"7 keer  per week";9;70;"7 dagen";"Nooit";"Nooit";"Nooit";5;0;0;0;"INAL2W1,INAL3W1";8888;1;1;0;0;"1";"1";"220,000";4;115;"8888";8888;8888;6;5;5;5;4;2;1;4;5;"Nee";"Ja";"Nee";"Ja";"Ja";"Nee";"Nee";"Nee";"Ja";"Ja";3;2;2;3;2;1;1;1;2;2;1;3;1;1;1;1;118;117
124;7;NA;NA;NA;NA;9;"Jongen";"14,76521";"Nederland";"Nederlander";"Havo";NA;"attrition";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"partially completed";"fully expired";"fully expired";"fully expired";"completed";"partially completed";"attrition";"attrition";"attrition";"attrition";"attrition";"attrition";"attrition";100;100;15;0;0;0;100;27;0;0;0;0;0;0;0;NA;NA;2;2005;"2005-02-15";NA;NA;3;1111;1;1111;5;2;2;4;4;4;2;4;2;4;2;2;2;3;3;2;2;4;3;2;1111;1111;1111;1111;1111;1111;1;1;1;1;1;1111;1111;1111;1111;1111;2;3;2;5;4;2;1;3;3;1111;1111;1111;1111;1111;1111;1111;1111;1111;3;1;2;5;3;1111;1111;1111;1111;1111;2;1;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"1111";3;1;4;3;1;"2 keer  per week";1;5;"7 keer  per week";"4,0";"10,0";"7 keer  per week";3;15;"7 keer  per week";5;120;"1 dag";"Nooit";"1 dag";"1 dag";1;0;1;0;"INAL5W1";8888;0;8888;8888;1;"1";"1111";"200,000";1;8888;"Ik heb niet gekeken of ik reacties had";8;8888;1;1;6;5;4;2;2;4;4;"Nee";"Ja";"Ja";"Nee";"Nee";"9999";"9999";"9999";"9999";"1111";2;1;1;4;1111;1111;1111;1111;1;1;1;2;1111;1111;1111;1111;88;NA
154;30;"2020/06/23 11:22:22";"2020/06/23 11:25:39";"2020/06/23 11:25:40";100;9;"Meisje";"14,43677";"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 15:50:50";"2020/05/19 13:16:14";6;2005;"2005-06-15";NA;NA;4;6;5;8;3;2;3;2;3;4;3;2;4;2;3;1;3;3;3;2;4;2;3;4;3;3;4;2;3;4;2;4;1;2;2;2;2;2;3;3;3;2;4;2;3;4;2;3;4;4;4;4;1;2;4;2;3;4;4;4;3;4;3;2;5;4;4;3;4;1;2;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";2;2;4;3;3;"7 keer  per week";3;10;"7 keer  per week";"7,0";"6,0";"7 keer  per week";6;5;"5 keer  per week";1;30;"7 dagen";"1 dag";"5 dagen";"5 dagen";6;1;3;3;NA;8888;8888;8888;8888;8888;"1";"1";"550,000";2;220;"Ik heb niet gekeken of ik reacties had";8;8888;3;2;10;4;3;3;1;3;5;"Nee";"Ja";"Nee";"Nee";"Ja";"Nee";"Ja";"Ja";"Nee";"Ja";4;3;3;2;3;3;3;2;2;2;1;1;2;2;2;2;124;122
38;8;"2020/06/24 11:59:41";"2020/06/24 12:02:16";"2020/07/08 12:02:20";58;8;"Meisje";"13,68947";"Nederland";"Nederlander";"Vmbo";NA;"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"fully expired";"fully expired";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;0;0;100;100;100;100;100;100;100;57;100;"2020/05/07 18:00:36";"2020/06/02 23:34:07";3;2006;"2006-03-15";NA;NA;3;6;7;7;1;1;3;1;2;4;3;1;3;1;3;4;2;4;1;4;4;1;5;5;3;4;4;2;3;4;1;1;1;1;4;1;1;1;2;1;3;5;2;4;4;2;5;4;2;3;4;3;3;4;3;4;4;2;1;2;2;1;2;2;3;2;2;2;4;2;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";5;4;4;3;2;"7 keer  per week";8;50;"7 keer  per week";"10,0";"50,0";"7 keer  per week";10;30;"7 keer  per week";3;120;"7 dagen";"3 dagen";"5 dagen";"5 dagen";120;2;3;3;NA;8888;8888;8888;8888;8888;"3 of meer";"4";"900,000";5;250;"Ik heb niet gekeken of ik reacties had";8;8888;6;4;7;5;5;2;1;4;5;"Nee";"Ja";"Ja";"Ja";"Nee";"Nee";"Ja";"Nee";"Ja";"Nee";2;1;1;1;3;1;2;1;4;5;1;3;3;5;1;1;113;38
355;31;NA;NA;NA;NA;9;"Jongen";"14,27006";"Nederland";"Nederlander";"Vmbo";NA;"attrition";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"fully expired";"completed";"completed";"fully expired";"fully expired";"completed";"attrition";"attrition";"attrition";"attrition";100;100;100;100;100;0;100;100;0;0;100;0;0;0;0;NA;NA;8;2005;"2005-08-15";NA;NA;6;1111;9;1111;4;1;3;2;4;3;5;1;5;1;4;1;4;1;1;5;5;1;5;5;1111;1111;1111;1111;1111;1111;1;1;1;1;1;1111;1111;1111;1111;1111;3;1;4;1;3;3;3;2;4;1111;1111;1111;1111;1111;1111;1111;1111;1111;5;5;3;3;4;1111;1111;1111;1111;1111;4;1;1;"Ja, ik heb een iPhone";NA;"1111";3;1;1;1;1;"7 keer  per week";2;20;"1 keer  per week";"1,0";"2,0";"7 keer  per week";4;15;"7 keer  per week";3;120;"7 dagen";"Nooit";"Nooit";"Nooit";3;0;0;0;"INAL5W1";8888;0;0;0;1;"1";"1111";"190,000";2;8888;"8888";8888;8888;8888;8888;6;4;4;2;2;4;4;"Ja";"Ja";"Ja";"Nee";"Ja";"9999";"9999";"9999";"9999";"1111";4;5;3;3;1111;1111;1111;1111;1;1;1;1;1111;1111;1111;1111;83;NA
288;6;"2020/06/24 12:25:05";"2020/06/24 12:50:16";"2020/06/24 12:50:16";100;9;"Jongen";"14,35497";"Nederland";"Nederlander";"Havo";"Ja, ik wil doorgaan";"completed";1;1;1;"Via de Instagram app";"Ja, ik heb de e-mail ontvangen";"Ja";NA;"Fully Useable";"Account om informatie met iedereen te delen";NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/06 16:37:24";"2020/05/19 17:49:13";7;2005;"2005-07-15";NA;NA;6;6;9;8;2;1;4;2;4;4;4;2;4;2;2;3;4;3;2;4;4;2;4;4;1;4;4;1;5;5;2;1;1;1;2;2;1;2;2;2;4;4;3;3;2;3;3;3;4;3;3;4;3;2;4;2;2;4;2;3;4;3;3;3;3;4;4;4;4;4;4;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";3;1;2;3;2;"7 keer  per week";1;15;"Nooit";"0,0";"0,0";"7 keer  per week";2;10;"7 keer  per week";4;120;"7 dagen";"Nooit";"7 dagen";"1 dag";2;0;1;1;"INAL5W1";8888;0;8888;8888;1;"1";"1";"350,000";4;8888;"Ik heb niet gekeken of ik reacties had";8;8888;4;4;4;4;4;2;2;4;4;"Nee";"Ja";"Ja";"Nee";"Nee";"Nee";"Ja";"Ja";"Nee";"Nee";4;4;4;3;2;2;2;2;3;2;2;4;4;4;2;4;105;108
22;11;"2020/06/24 12:33:47";"2020/06/24 12:38:28";"2020/06/24 12:38:30";100;9;"Jongen";"14,76580";"Nederland";"Nederlander";"Vmbo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/06 16:14:02";"2020/05/20 16:29:25";2;2005;"2005-02-15";NA;NA;7;7;9;1;4;2;4;3;4;1;4;2;4;1;4;2;4;2;1;4;4;1;5;5;3;3;3;3;3;3;1;1;5;1;5;3;3;3;3;3;3;2;3;3;2;3;2;3;2;3;3;3;3;3;3;3;3;3;4;3;4;4;3;3;3;3;3;3;3;5;3;"Ja, ik heb een iPhone";NA;"Ik heb een iPhone";3;1;4;3;2;"7 keer  per week";3;15;"7 keer  per week";"5,0";"30,0";"7 keer  per week";6;15;"7 keer  per week";5;100;"7 dagen";"Nooit";"1 dag";"2 dagen";2;0;0;1;"INAL2W1";8888;1;8888;8888;0;"1";"1";"500,000";4;220;"6";6;6;5;4;10;5;5;3;2;3;4;"Nee";"Ja";"Nee";"Ja";"Nee";"Ja";"Ja";"Ja";"Nee";"Nee";3;2;2;2;3;2;2;2;2;2;2;2;3;2;3;3;98;51
88;23;"2020/06/23 11:46:07";"2020/06/23 11:52:18";"2020/06/23 11:52:18";100;9;"Meisje";"14,52222";"Nederland";"Nederlander";"Havo";"Nee, ik wil niet meedoen";"completed";NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";"completed";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;"2020/05/05 15:31:36";"2020/05/20 19:03:29";5;2005;"2005-05-15";NA;NA;5;3;8;5;3;2;3;2;3;2;4;2;4;2;3;2;3;1;2;3;3;2;4;4;2;3;3;2;4;4;1;1;1;1;1;2;2;2;2;2;3;3;3;2;2;3;2;2;3;4;3;3;2;2;3;2;2;3;3;4;4;4;4;3;4;4;4;4;4;2;3;"Ja, ik heb een Android (bijv. Samsung, Motorola, Huawei)";NA;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";2;1;2;3;2;"4 keer  per week";2;30;"7 keer  per week";"3,0";"30,0";"7 keer  per week";3;45;"6 keer  per week";2;60;"3 dagen";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL2W1,INAL3W1,INAL4W1";8888;1;1;1;0;"1";"2";"364,000";3;170;"8888";8888;8888;4;3;6;4;4;2;1;4;5;"Ja";"Ja";"Ja";"Nee";"Ja";"Ja";"Ja";"Ja";"Nee";"Ja";3;3;3;3;2;2;3;2;2;2;2;2;2;2;2;2;116;92
